timestamp,recipe_id,target_basis_weight,actual_basis_weight,stock_flow,filler_flow,steam_pressure,machine_speed,moisture,ash,caliper,deviation_percent,risk_level
2026-01-01 08:05:25,103,80,79.65,102.86,15.29,118.99,996.94,5.52,10.73,0.11,0.44,SAFE
2026-01-01 08:05:30,103,80,80.75,103.99,12.51,118.66,984.39,5.05,11.24,0.1,0.93,SAFE
2026-01-01 08:05:35,103,80,79.14,99.87,10.68,121.99,998.85,5.74,10.21,0.12,1.07,WARNING
2026-01-01 08:05:40,103,80,79.81,96.37,12.43,120.43,955.77,5.03,9.91,0.13,0.23,SAFE
2026-01-01 08:05:45,103,80,80.22,104.24,11.63,118.88,992.74,5.64,9.63,0.14,0.28,SAFE
2026-01-01 08:05:50,103,80,81.6,103.6,17.46,122.21,958.47,6.2,11.4,0.1,2.01,WARNING
2026-01-01 08:05:55,103,80,75.2,97.13,14.22,121.97,985.03,4.88,11.82,0.11,6.0,CRITICAL
2026-01-01 08:06:00,103,80,81.33,103.75,12.74,122.05,961.12,4.82,12.87,0.12,1.66,WARNING
2026-01-01 08:06:05,103,80,79.8,96.97,15.64,121.59,957.44,5.69,14.35,0.12,0.25,SAFE
2026-01-01 08:06:10,103,80,80.3,98.9,13.45,121.0,993.52,5.04,13.89,0.1,0.37,SAFE
2026-01-01 08:06:15,103,80,79.81,97.73,11.66,118.0,997.27,5.32,10.02,0.11,0.23,SAFE
2026-01-01 08:06:20,103,80,78.22,95.97,10.37,119.58,980.12,4.98,14.35,0.1,2.23,WARNING
2026-01-01 08:06:25,103,80,80.23,97.61,15.72,122.28,956.48,5.24,9.84,0.09,0.29,SAFE
2026-01-01 08:06:30,103,80,78.89,99.5,14.76,121.9,997.93,5.69,11.67,0.09,1.39,WARNING
2026-01-01 08:06:35,103,80,80.02,99.72,14.99,118.85,954.16,5.39,10.35,0.1,0.03,SAFE
2026-01-01 08:06:40,103,80,80.46,98.25,14.36,119.27,954.17,5.3,14.62,0.11,0.57,SAFE
2026-01-01 08:06:45,103,80,80.04,99.19,10.2,121.24,951.65,5.32,8.82,0.1,0.05,SAFE
2026-01-01 08:06:50,103,80,79.39,96.16,10.67,121.5,975.23,5.39,10.34,0.11,0.76,SAFE
2026-01-01 08:06:55,103,80,80.87,98.85,17.55,122.79,955.23,6.16,12.68,0.12,1.08,WARNING
2026-01-01 08:07:00,103,80,80.57,101.24,15.3,121.5,959.71,4.85,9.0,0.14,0.71,SAFE
2026-01-01 08:07:05,103,80,81.33,104.32,14.86,121.66,955.26,4.9,11.9,0.13,1.67,WARNING
2026-01-01 08:07:10,103,80,80.61,99.18,17.27,120.61,954.92,5.4,10.34,0.09,0.76,SAFE
2026-01-01 08:07:15,103,80,80.15,101.71,17.37,122.13,966.0,5.16,9.91,0.12,0.19,SAFE
2026-01-01 08:07:20,103,80,78.87,100.12,13.63,121.74,989.72,5.77,14.35,0.11,1.41,WARNING
2026-01-01 08:07:25,103,80,80.05,100.16,15.53,120.37,981.1,5.26,12.7,0.09,0.06,SAFE
2026-01-01 08:07:30,103,80,78.69,95.24,10.08,120.48,992.32,5.75,8.52,0.14,1.64,WARNING
2026-01-01 08:07:35,103,80,80.64,101.78,10.1,121.44,954.08,5.77,11.94,0.12,0.81,SAFE
2026-01-01 08:07:40,103,80,80.13,101.73,13.41,118.05,967.9,4.97,11.25,0.11,0.16,SAFE
2026-01-01 08:07:45,103,80,79.22,95.64,17.85,119.83,954.95,6.07,14.4,0.13,0.98,SAFE
2026-01-01 08:07:50,103,80,79.31,98.63,14.58,122.0,976.11,5.59,8.47,0.11,0.87,SAFE
2026-01-01 08:07:55,103,80,79.8,101.08,13.17,120.49,981.8,5.62,11.48,0.08,0.25,SAFE
2026-01-01 08:08:00,103,80,80.48,99.56,14.14,120.07,972.08,5.41,13.26,0.14,0.59,SAFE
2026-01-01 08:08:05,103,80,78.92,95.63,11.42,119.41,980.34,5.62,11.11,0.14,1.35,WARNING
2026-01-01 08:08:10,103,80,79.77,96.21,13.46,121.57,976.77,6.05,13.37,0.1,0.29,SAFE
2026-01-01 08:08:15,103,80,79.25,97.25,10.38,119.9,996.53,4.84,13.37,0.14,0.94,SAFE
2026-01-01 08:08:20,103,80,79.52,97.54,16.95,119.71,972.76,5.03,9.39,0.15,0.61,SAFE
2026-01-01 08:08:25,103,80,79.54,96.04,15.46,118.72,962.93,5.11,9.25,0.13,0.57,SAFE
2026-01-01 08:08:30,103,80,79.87,103.34,16.46,120.41,989.43,5.55,8.31,0.09,0.16,SAFE
2026-01-01 08:08:35,103,80,80.43,99.95,11.61,122.34,963.22,5.27,13.14,0.12,0.53,SAFE
2026-01-01 08:08:40,103,80,79.09,96.98,13.69,118.74,998.01,5.21,8.05,0.14,1.14,WARNING
2026-01-01 08:08:45,103,80,80.1,97.43,16.12,120.44,987.89,5.64,10.96,0.15,0.12,SAFE
2026-01-01 08:08:50,103,80,79.77,102.51,12.4,120.35,997.33,4.98,11.46,0.13,0.29,SAFE
2026-01-01 08:08:55,103,80,79.85,100.64,17.91,122.12,979.01,5.97,13.83,0.08,0.18,SAFE
2026-01-01 08:09:00,103,80,77.63,97.47,15.62,118.67,976.6,5.95,8.82,0.12,2.96,CRITICAL
2026-01-01 08:09:05,103,80,80.1,97.97,12.43,119.07,979.96,4.85,8.87,0.12,0.13,SAFE
2026-01-01 08:09:10,103,80,80.69,102.95,11.99,119.16,983.65,5.04,13.01,0.1,0.86,SAFE
2026-01-01 08:09:15,103,80,79.5,99.52,16.06,119.29,990.12,5.6,11.01,0.1,0.62,SAFE
2026-01-01 08:09:20,103,80,80.43,96.78,14.12,121.65,950.96,5.75,14.55,0.13,0.54,SAFE
2026-01-01 08:09:25,103,80,80.01,104.08,16.59,119.02,995.25,4.99,10.11,0.12,0.02,SAFE
2026-01-01 08:09:30,103,80,79.29,95.51,16.1,122.34,950.38,5.86,8.41,0.11,0.88,SAFE
2026-01-01 08:09:35,103,80,80.54,103.46,14.31,118.39,964.72,5.43,11.62,0.14,0.68,SAFE
2026-01-01 08:09:40,103,80,80.85,99.64,13.27,122.17,969.7,5.49,12.62,0.12,1.06,WARNING
2026-01-01 08:09:45,103,80,80.43,102.27,11.97,121.59,976.73,5.92,12.7,0.13,0.53,SAFE
2026-01-01 08:09:50,103,80,80.54,99.68,12.49,119.86,954.75,5.98,9.11,0.13,0.68,SAFE
2026-01-01 08:09:55,103,80,79.57,96.7,16.84,121.66,987.04,5.41,8.48,0.09,0.54,SAFE
2026-01-01 08:10:00,103,80,79.69,101.22,14.02,119.49,994.01,5.86,14.89,0.14,0.39,SAFE
2026-01-01 08:10:05,103,80,81.31,100.66,14.1,122.45,954.01,5.43,8.98,0.1,1.64,WARNING
2026-01-01 08:10:10,103,80,80.08,97.61,16.98,121.81,971.16,5.31,14.96,0.14,0.1,SAFE
2026-01-01 08:10:15,103,80,79.18,96.24,14.24,122.65,957.39,5.66,14.7,0.13,1.02,WARNING
2026-01-01 08:10:20,103,80,80.21,98.92,12.64,122.8,976.3,5.03,9.98,0.1,0.27,SAFE
2026-01-01 08:10:25,103,80,79.87,97.33,16.27,121.54,962.32,6.11,10.01,0.09,0.16,SAFE
2026-01-01 08:10:30,103,80,80.02,99.29,11.38,119.76,965.46,5.32,11.6,0.1,0.03,SAFE
2026-01-01 08:10:35,103,80,79.0,95.38,14.77,121.8,998.27,5.45,8.47,0.09,1.25,WARNING
2026-01-01 08:10:40,103,80,80.27,103.81,17.56,122.35,991.02,5.06,8.17,0.08,0.34,SAFE
2026-01-01 08:10:45,103,80,80.63,99.85,12.06,122.88,977.79,5.89,9.58,0.14,0.78,SAFE
2026-01-01 08:10:50,103,80,81.83,101.4,13.37,120.36,950.24,5.65,8.71,0.15,2.28,WARNING
2026-01-01 08:10:55,103,80,79.7,96.86,14.13,122.33,980.19,5.16,13.38,0.08,0.38,SAFE
2026-01-01 08:11:00,103,80,80.75,103.15,11.59,120.46,963.61,4.82,10.67,0.14,0.93,SAFE
2026-01-01 08:11:05,103,80,80.29,99.1,11.31,120.71,961.92,5.89,8.28,0.13,0.36,SAFE
2026-01-01 08:11:10,103,80,80.1,97.82,14.14,121.19,983.82,5.79,9.07,0.11,0.12,SAFE
2026-01-01 08:11:15,103,80,80.07,102.99,17.51,118.48,968.91,5.69,14.29,0.12,0.09,SAFE
2026-01-01 08:11:20,103,80,79.45,101.38,13.53,122.2,988.93,5.24,14.45,0.11,0.69,SAFE
2026-01-01 08:11:25,103,80,80.4,100.87,15.28,119.47,960.09,5.1,12.6,0.13,0.51,SAFE
2026-01-01 08:11:30,103,80,80.31,96.77,14.36,119.2,954.18,5.55,11.91,0.13,0.39,SAFE
2026-01-01 08:11:35,103,80,80.6,103.92,13.16,121.89,978.81,5.31,14.34,0.12,0.75,SAFE
2026-01-01 08:11:40,103,80,80.0,97.67,10.24,121.51,981.5,5.5,11.68,0.13,0.0,SAFE
2026-01-01 08:11:45,103,80,79.05,95.47,17.85,121.1,979.66,5.53,13.81,0.11,1.19,WARNING
2026-01-01 08:11:50,103,80,79.46,95.44,15.46,118.26,961.14,5.71,14.11,0.09,0.68,SAFE
2026-01-01 08:11:55,103,80,78.67,101.02,10.84,121.35,984.55,4.83,9.89,0.09,1.66,WARNING
2026-01-01 08:12:00,103,80,79.49,95.62,17.34,122.0,953.54,6.1,12.52,0.14,0.64,SAFE
2026-01-01 08:12:05,103,80,80.95,102.94,15.58,122.53,952.79,5.19,13.54,0.12,1.19,WARNING
2026-01-01 08:12:10,103,80,79.86,97.35,14.55,122.0,954.86,5.97,14.97,0.09,0.18,SAFE
2026-01-01 08:12:15,103,80,78.92,96.31,16.6,119.69,979.41,5.24,14.18,0.14,1.35,WARNING
2026-01-01 08:12:20,103,80,79.49,99.12,12.59,121.87,996.86,5.03,14.58,0.13,0.63,SAFE
2026-01-01 08:12:25,103,80,81.53,104.6,14.25,120.89,962.17,6.06,13.4,0.15,1.91,WARNING
2026-01-01 08:12:30,103,80,80.76,101.21,13.4,121.1,955.02,5.12,8.38,0.08,0.95,SAFE
2026-01-01 08:12:35,103,80,80.22,104.34,15.32,119.74,993.42,4.89,11.77,0.14,0.28,SAFE
2026-01-01 08:12:40,103,80,80.36,102.29,10.76,118.85,960.29,5.56,13.92,0.08,0.45,SAFE
2026-01-01 08:12:45,103,80,79.44,96.42,10.35,122.68,975.68,5.59,14.58,0.11,0.7,SAFE
2026-01-01 08:12:50,103,80,79.37,96.77,16.56,122.96,976.36,5.34,9.39,0.14,0.78,SAFE
2026-01-01 08:12:55,103,80,79.92,98.95,17.81,120.11,995.92,5.59,12.06,0.11,0.1,SAFE
2026-01-01 08:13:00,103,80,79.84,100.02,15.07,118.99,994.6,5.17,8.56,0.08,0.2,SAFE
2026-01-01 08:13:05,103,80,79.48,98.43,11.19,118.52,984.8,6.03,13.92,0.15,0.65,SAFE
2026-01-01 08:13:10,103,80,80.1,104.45,12.66,119.8,991.52,5.93,11.76,0.11,0.12,SAFE
2026-01-01 08:13:15,103,80,78.91,96.07,14.79,118.53,960.07,5.51,14.29,0.09,1.36,WARNING
2026-01-01 08:13:20,103,80,81.5,104.23,10.03,121.25,959.05,5.73,9.24,0.12,1.87,WARNING
2026-01-01 08:13:25,103,80,80.27,103.06,10.83,118.56,985.57,5.09,12.57,0.09,0.34,SAFE
2026-01-01 08:13:30,103,80,78.95,95.51,14.8,118.67,955.19,5.39,13.26,0.12,1.31,WARNING
2026-01-01 08:13:35,103,80,80.98,102.8,10.3,122.84,954.41,5.52,8.13,0.12,1.22,WARNING
2026-01-01 08:13:40,103,80,79.84,102.39,11.77,118.0,996.11,5.58,14.46,0.09,0.21,SAFE
2026-01-01 08:13:45,103,80,79.79,101.57,16.72,120.37,991.34,6.14,12.49,0.15,0.26,SAFE
2026-01-01 08:13:50,103,80,80.69,100.45,13.1,118.72,960.12,5.09,14.41,0.09,0.86,SAFE
2026-01-01 08:13:55,103,80,78.94,96.02,17.75,122.57,978.49,5.69,14.27,0.13,1.32,WARNING
2026-01-01 08:14:00,103,80,78.63,97.25,10.09,119.43,986.66,5.44,13.96,0.1,1.71,WARNING
2026-01-01 08:14:05,103,80,79.58,97.63,13.6,120.5,971.39,5.5,11.38,0.08,0.52,SAFE
2026-01-01 08:14:10,103,80,79.63,103.34,16.44,122.63,972.41,5.1,14.81,0.13,0.46,SAFE
2026-01-01 08:14:15,103,80,79.97,98.54,12.93,121.32,996.5,5.88,9.92,0.12,0.04,SAFE
2026-01-01 08:14:20,103,80,79.27,101.51,13.82,120.3,997.06,6.0,12.62,0.1,0.91,SAFE
2026-01-01 08:14:25,103,80,78.87,95.02,14.43,118.09,989.64,5.51,9.76,0.1,1.41,WARNING
2026-01-01 08:14:30,103,80,78.94,95.54,10.76,121.2,988.95,5.74,8.55,0.1,1.33,WARNING
2026-01-01 08:14:35,103,80,78.57,97.34,10.61,120.78,988.57,5.84,13.87,0.09,1.79,WARNING
2026-01-01 08:14:40,103,80,80.97,103.96,15.97,120.15,952.76,4.89,8.22,0.15,1.22,WARNING
2026-01-01 08:14:45,103,80,79.42,98.48,13.76,120.59,973.38,5.01,13.39,0.12,0.73,SAFE
2026-01-01 08:14:50,103,80,78.88,95.84,13.19,119.87,976.41,5.36,14.18,0.1,1.39,WARNING
2026-01-01 08:14:55,103,80,78.92,97.67,11.61,119.57,985.51,6.07,13.35,0.08,1.35,WARNING
2026-01-01 08:15:00,103,80,81.49,103.79,11.2,119.12,957.37,4.88,9.84,0.15,1.86,WARNING
2026-01-01 08:15:05,103,80,79.31,97.87,17.58,122.99,966.02,5.59,8.83,0.11,0.86,SAFE
2026-01-01 08:15:10,103,80,80.27,100.69,12.0,122.94,958.56,5.73,11.34,0.12,0.34,SAFE
2026-01-01 08:15:15,103,80,78.58,95.38,16.7,118.24,993.17,6.19,14.15,0.12,1.77,WARNING
2026-01-01 08:15:20,103,80,81.58,104.99,16.31,120.35,953.77,5.45,12.85,0.1,1.97,WARNING
2026-01-01 08:15:25,103,80,80.05,95.55,12.84,119.14,953.04,4.97,12.88,0.1,0.06,SAFE
2026-01-01 08:15:30,103,80,80.24,99.55,17.03,119.46,958.26,5.69,8.54,0.11,0.29,SAFE
2026-01-01 08:15:35,103,80,80.07,102.57,11.61,121.52,962.78,5.88,8.04,0.08,0.08,SAFE
2026-01-01 08:15:40,103,80,80.71,100.99,12.53,120.95,964.31,5.1,11.67,0.14,0.89,SAFE
2026-01-01 08:15:45,103,80,80.72,103.91,10.91,119.28,969.45,6.18,13.5,0.11,0.9,SAFE
2026-01-01 08:15:50,103,80,79.27,96.45,15.37,122.72,956.61,5.43,12.59,0.15,0.91,SAFE
2026-01-01 08:15:55,103,80,78.38,95.65,17.12,118.19,973.73,5.29,8.9,0.08,2.02,WARNING
2026-01-01 08:16:00,103,80,80.75,102.96,17.58,122.95,992.76,5.16,12.77,0.13,0.94,SAFE
2026-01-01 08:16:05,103,80,80.58,103.54,11.77,118.16,999.19,5.37,9.84,0.1,0.72,SAFE
2026-01-01 08:16:10,103,80,80.55,98.27,16.87,119.66,979.2,6.11,12.87,0.11,0.69,SAFE
2026-01-01 08:16:15,103,80,78.93,96.32,13.08,118.25,996.67,5.85,10.03,0.15,1.33,WARNING
2026-01-01 08:16:20,103,80,80.51,100.09,12.93,122.8,956.46,5.5,12.77,0.11,0.64,SAFE
2026-01-01 08:16:25,103,80,83.25,104.85,15.27,119.05,989.59,5.29,14.57,0.14,4.07,CRITICAL
2026-01-01 08:16:30,103,80,79.86,97.65,12.47,118.79,966.14,6.07,8.64,0.09,0.17,SAFE
2026-01-01 08:16:35,103,80,79.67,98.08,16.19,122.99,982.43,5.83,14.29,0.13,0.41,SAFE
2026-01-01 08:16:40,103,80,79.88,100.05,16.8,122.37,979.77,5.27,8.39,0.09,0.15,SAFE
2026-01-01 08:16:45,103,80,79.64,100.31,15.29,120.99,974.57,4.83,9.16,0.12,0.45,SAFE
2026-01-01 08:16:50,103,80,81.13,103.65,16.55,120.12,961.11,4.88,10.22,0.15,1.41,WARNING
2026-01-01 08:16:55,103,80,79.09,96.48,10.07,120.89,986.71,5.8,8.81,0.08,1.14,WARNING
2026-01-01 08:17:00,103,80,79.61,103.25,15.54,122.92,999.4,6.19,10.48,0.14,0.49,SAFE
2026-01-01 08:17:05,103,80,80.26,96.61,17.19,122.48,964.07,5.97,10.49,0.14,0.33,SAFE
2026-01-01 08:17:10,103,80,80.0,102.64,11.6,119.6,998.9,5.37,11.35,0.13,0.0,SAFE
2026-01-01 08:17:15,103,80,79.01,97.06,13.02,120.7,996.58,5.59,10.15,0.1,1.24,WARNING
2026-01-01 08:17:20,103,80,80.28,102.14,10.67,118.95,983.96,4.81,11.74,0.14,0.35,SAFE
2026-01-01 08:17:25,103,80,81.38,104.15,16.39,121.11,972.67,5.49,13.91,0.1,1.73,WARNING
2026-01-01 08:17:30,103,80,79.16,101.21,14.64,121.84,998.05,5.26,9.98,0.1,1.05,WARNING
2026-01-01 08:17:35,103,80,81.07,104.97,10.68,122.44,984.25,5.94,13.32,0.08,1.34,WARNING
2026-01-01 08:17:40,103,80,79.69,100.34,13.55,122.67,985.28,5.99,10.18,0.13,0.39,SAFE
2026-01-01 08:17:45,103,80,80.33,104.68,13.09,118.75,979.64,5.67,10.67,0.12,0.42,SAFE
2026-01-01 08:17:50,103,80,80.17,102.09,11.87,118.28,953.64,5.72,9.22,0.13,0.22,SAFE
2026-01-01 08:17:55,103,80,80.11,100.15,16.12,119.72,964.27,5.74,9.82,0.1,0.14,SAFE
2026-01-01 08:18:00,103,80,81.31,104.0,17.36,121.64,961.85,5.98,13.73,0.14,1.64,WARNING
2026-01-01 08:18:05,103,80,79.29,98.07,11.24,120.79,971.22,5.84,9.51,0.1,0.88,SAFE
2026-01-01 08:18:10,103,80,80.54,99.02,16.28,122.01,952.48,6.2,8.58,0.15,0.68,SAFE
2026-01-01 08:18:15,103,80,78.47,95.55,13.54,119.54,999.35,5.8,13.04,0.12,1.91,WARNING
2026-01-01 08:18:20,103,80,78.68,96.5,14.98,121.63,970.04,5.84,11.58,0.09,1.65,WARNING
2026-01-01 08:18:25,103,80,79.02,96.17,15.19,120.77,993.26,5.34,11.72,0.11,1.23,WARNING
2026-01-01 08:18:30,103,80,80.6,102.38,12.55,121.43,951.18,5.21,14.6,0.11,0.75,SAFE
2026-01-01 08:18:35,103,80,80.03,98.72,11.35,120.3,982.59,6.01,9.55,0.12,0.04,SAFE
2026-01-01 08:18:40,103,80,80.04,98.75,11.03,122.81,975.89,5.11,10.93,0.09,0.06,SAFE
2026-01-01 08:18:45,103,80,79.22,101.03,11.17,120.09,992.33,5.48,10.24,0.11,0.98,SAFE
2026-01-01 08:18:50,103,80,79.14,95.67,14.44,122.52,971.66,5.69,12.44,0.13,1.07,WARNING
2026-01-01 08:18:55,103,80,81.17,104.86,14.33,120.37,952.75,5.59,11.08,0.14,1.46,WARNING
2026-01-01 08:19:00,103,80,79.68,99.48,12.32,122.44,976.82,5.57,10.02,0.09,0.39,SAFE
2026-01-01 08:19:05,103,80,80.67,98.64,14.89,120.47,971.75,5.16,14.93,0.12,0.83,SAFE
2026-01-01 08:19:10,103,80,79.7,99.7,10.59,119.47,957.78,5.0,9.53,0.12,0.38,SAFE
2026-01-01 08:19:15,103,80,80.54,100.11,14.05,121.59,951.98,6.18,10.31,0.1,0.68,SAFE
2026-01-01 08:19:20,103,80,80.43,102.67,12.88,121.28,981.72,5.75,9.82,0.09,0.54,SAFE
2026-01-01 08:19:25,103,80,80.48,103.11,10.04,118.12,956.51,5.17,13.74,0.1,0.6,SAFE
2026-01-01 08:19:30,103,80,79.73,96.99,17.86,118.14,973.33,5.61,14.47,0.1,0.34,SAFE
2026-01-01 08:19:35,103,80,80.39,98.5,10.19,120.97,950.62,5.96,9.69,0.14,0.49,SAFE
2026-01-01 08:19:40,103,80,81.24,100.61,17.5,120.0,974.68,4.83,9.21,0.13,1.55,WARNING
2026-01-01 08:19:45,103,80,80.0,99.42,10.57,121.47,986.18,5.54,8.24,0.15,0.0,SAFE
